item_id,topic,title,abstract
N5551,news,Dallas TV station apologizes for not interrupting Cowboys coverage for tornado warning,NBC Channel 5 news station apologized Monday for not interrupting coverage of the Dallas Cowboys game with a tornado warning Sunday night. An EF-3 tornado hit Dallas on Sunday evening and caused substantial damage at about 9:15 p.m. NBC 5 was broadcasting the Dallas Cowboys game and did not interrupt programming when a tornado warning was issued for the area. Some said they received ...
N35993,lifestyle,6 Real Moms on How They Deal with Parental Burnout,Parental burnout is real but it's how you deal with it that counts. We asked real moms to share their tactics for rebooting when they need it most.
N36357,sports,"Jalen Ramsey expresses desire to stay with Rams ""for years and years to come""","New Rams cornerback Jalen Ramsey has yet to speak to reporters in L.A. However, he did speak via his 17 Weeks podcast commitment, produced by Lebron James' and Maverick Carter's Uninterrupted (except when the topic of China comes up) and SiriusXM/Pandora. ""I'm checking in after a huge, I mean, big, big day for me,"" Ramsey [more]"
N62357,sports,Fan falls from upper deck during Oklahoma State-Iowa State game,An unidentified fan fell from Jack Trice Stadium's upper deck to the lower deck during Saturday's Iowa State-Oklahoma State football game
N49210,sports,Bill Belichick Expects NFL To Close This Loophole Patriots Exploited Vs. Jets,EAST RUTHERFORD N.J. -- Bill Belichick expects the shenanigans he gleefully pulled late in Monday night's blowout win over the New York Jets to soon be outlawed. Early in the
N49345,autos,"Top 10 Cheapest New Cars for 2020, and Which Are Worth Driving",You want an inexpensive new car? Try one of these
N31851,lifestyle,ADVICE ON PETS: Knowing when it's time to say goodbye to your pet,"Hello friends! Tuki here on my perch at the Potter League. I was hanging out at the front desk the other day when a family came in to adopt a new dog. I heard them say that their family dog, who was 13 years old, had to be laid to rest several months earlier and now they wanted to add a new furry member to their family. Like so many things that happen here   this got me thinking. How did they ..."
N47341,sports,Al Horford rings his Sixers career in style in win over his former Boston Celtics teammates,"Before he attempted his first shot or grabbed his first rebound as a 76er, Al Horford had one other duty before beginning his career with his new team. Horford had the duty of ringing the ceremonial bell, the pre-game ritual that goes to a celebrity before a Sixers game. It was symbolic since Horford rang in a new era with his current team against his former one. After playing the previous ..."
N36630,news,Thousands showed up for the funeral of a veteran with no family. Then the truth came out.,"Edward K. Pearson actually had two sons, and had walked out on his family when the boys were teenagers, the Sarasota Herald-Tribune discovered."
N47699,news,PHOTOS: Relatives grieve at site of Mexican ambush of Mormon family,Relatives mourn after gunmen killed nine women and children in the bloodiest attack on Americans in Mexico in years.
N31637,lifestyle,50 stunning wildlife photos that will make you see animals in a whole new light,Nature photography competitions collect the best photos of animals from around the world. Here's a selection of photos from five different contests.
N18908,entertainment,A Newly Translated Novel Charts the Dizzying Transformation of an Independent Oman,Jokha Alharthi's 'Celestial Bodies' is the first novel originally written in Arabic to win the Man Booker International Prize
N64215,sports,Football: Tracking where North Jersey's best players will be going to college,Many seniors in Bergen and Passaic counties are announcing their college destinations. We'll keep track of those commitments right here.
N56359,sports,LeBron James undermines values with comments on Daryl Morey and China,LeBron James' Monday news conference played right into the hands of Chinese government propaganda and undermined the values he has publicly espoused.
N39032,news,"Photo battle between an iPhone 11 Pro and a $7,500 DSLR might surprise you","It's no secret that Apple over the past few years has devoted an ever-increasing amount of R&D towards improving the camera technologies it packs into the iPhone. And speaking to the scale of Apple's work and ambition, the company a few years ago revealed that it has well over 800 engineers who are solely tasked with working on and improving the iPhone camera. While not every iPhone upgrade results in a huge jump in camera performance, Apple's..."
N38336,health,This Guy Lost 35 Pounds and Got Ripped Thanks to a Simplified Diet,"Even with a vegetarian diet, William Underwood was eating too much for someone with a desk job. He started lifting weights and running, losing 35 pounds along the way."
N21744,finance,7 Ways to Reduce Debt to Have More Money for Retirement,Pay up what you owe now to enjoy your golden years later.
N46858,travel,Bumpy Ride! How to Avoid Getting the Middle Seat on a Plane,There are a few ways to avoid the dreaded middle seat. Buzz60's Sean Dowling has more.
N53570,health,Study finds 4 main personality types   which one are you?,People love taking personality tests to learn more about themselves but until recently experts believed types didn't exist. A new study discovered four types.
N30766,news,"'Brunch bills' enjoy wide support around Atlanta in Election Day voting, but fail in one city","The people of metro Atlanta have spoken, and they have spoken (nearly) in unison: They want boozy brunches. There was, however, at least one exception. Out of 17 communities where 11Alive tracked results from Tuesday's voting, at least 15 were..."
N46397,news,American Airlines flight attendants arrested at Miami airport; Found with $22K in cash,"One of them said he was carrying $100 before changing his statement to reveal he had $9,000 when he was questioned further, outlets reported."
N41648,sports,3 takeaways from Oklahoma's win over Texas in Red River Showdown,The Sooners used a strong defensive performance and a career day from CeeDee Lamb to remain undefeated.
N23198,tv,Eddie Murphy Shares Why He's Finally Hosting 'Saturday Night Live' (Exclusive),The comedy legend also spills details on the 'Coming to America' sequel!
N62982,sports,Washington Nationals Pitcher Joins Long Line of Champion Athletes Turning Down White House Visit,"At the end of the day, as much as I wanted to be there with my teammates and share that experience with my teammates, I can't do it. I just can't do it, Nats closer Sean Doolittle told The Washington Post."
N28406,health,'I would always crave my next meal': 360LB woman who used to eat until she couldn't BREATHE looks almost unrecognizable after overhauling her diet and losing nearly 200LBS,Adrianna Stye went from 363 pounds to 170 pounds after struggling with her unhealthy diet all her life.
N29569,sports,"Power Rankings: Round of 8 opens with a bang, Texas on tap",NASCAR.com's Pat DeCola ranks the eight remaining NASCAR Playoffs drivers after the race at Martinsville Speedway and ahead of the race at Texas.
N24416,news,Google to fix 'bug' that uploads free full-quality iPhone pics to Photos,"Google is about to patch a quirk in Photos that effectively gives iPhone users a free ride. The company told Android Police in a statement that it's planning to fix a Google Photos ""bug"" that stores iOS photos in their original quality without counting toward Google Drive usage, eliminating the need to pay for more storage when your free 15GB invariably runs out. As the HEIC file format Apple uses to save photos is more efficient than Google's..."
N62092,entertainment,"Marvel's Avengers game release date, news, trailers and first impressions","After two years of secrecy, we've finally seen what Square Enix and Crystal Dynamics have been working on."
N45715,lifestyle,"These Are the Hottest Paint Colors Right Now, According to Google","Beyond avoiding lead paint at all costs, and figuring out what is chalk paint, picking paint colors is relatively straight-forward, though it does take a good bit of research. You can always go to your local paint or hardware store to ask for a little guidance, or you can take the easiest route and turn to Google, like many, many other people do."
N21185,lifestyle,Walmart says these will be the 48 toys every kid wants this holiday season,"From interactive toys to recreational vehicles, here are the products that are going to be topping kids' wish lists this year."
N16521,sports,Couch: Getting 'exposed' at the Champions Classic is part of MSU's Final Four process,"Tom Izzo hates losing in the Champions Classic, but history shows it has little bearing on the season ahead, March especially"
N61456,health,Alzhemier's risk may be 75% higher for people who eat trans fats,"The trans fats still hidden in many foods increased the risk of Alzheimer's and other types of dementia by up to 75%, according to a long-term study."
N8753,finance,That super low mortgage rate? It could be even lower,The gap between Treasury yields and mortgage rates is higher than it has been in years as borrowers' appetite outpaces availability and as investors demand higher returns on mortgage-backed securities.
N5003,news,"Teens tried as adults after 6-foot log pushed off a cliff, killing woman at Ohio state park","Victoria Schafer was killed near Old Man's Cave in Hocking Hills State Park on Labor Day. Both suspects are being held at $100,000 bond."
